"Contaminant","Authorization","Limit","Amount.Released","url","regulated_entity_name","physical_location","rn_number","city","county","event_type","event_began_date","event_began_time","based_on","event_ended_date","event_ended_time","cause","action_taken","emissions_estimation_method","potential_duplicate"
"NATURAL GAS","Emergency Flaring - No specific emissions authorizations for this facility","0","271.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266096","WEST WADDELL RANCH SAT137","18 MI NORTH WEST OF CRANE OFF HWY 1233","RN103148300","CRANE"," CRANE","EMISSIONS EVENT",2017-08-23,"3:00PM","FINAL REPORT","08/24/2017","
		2:00PM
","ConocoPhillips Company (COPC) had to conduct controlled flaring at Waddell WR Battery 137 because our third party gas gatherer had operational issue with their compressor.","ConocoPhillips immediately sent the gas to sales after receiving notification from third party gas gatherer.","The approximate quantities of emissions are calculated using an estimated volume of gas that was not able to go to the sales line and most current available gas analysis.",FALSE
"Nitrogen Oxides (NOx)","Emergency Flaring - No specific emissions authorizations for this facility","0","196.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266096","WEST WADDELL RANCH SAT137","18 MI NORTH WEST OF CRANE OFF HWY 1233","RN103148300","CRANE"," CRANE","EMISSIONS EVENT",2017-08-23,"3:00PM","FINAL REPORT","08/24/2017","
		2:00PM
","ConocoPhillips Company (COPC) had to conduct controlled flaring at Waddell WR Battery 137 because our third party gas gatherer had operational issue with their compressor.","ConocoPhillips immediately sent the gas to sales after receiving notification from third party gas gatherer.","The approximate quantities of emissions are calculated using an estimated volume of gas that was not able to go to the sales line and most current available gas analysis.",FALSE
"Sulfur dioxide","Emergency Flaring - No specific emissions authorizations for this facility","0","3695.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266096","WEST WADDELL RANCH SAT137","18 MI NORTH WEST OF CRANE OFF HWY 1233","RN103148300","CRANE"," CRANE","EMISSIONS EVENT",2017-08-23,"3:00PM","FINAL REPORT","08/24/2017","
		2:00PM
","ConocoPhillips Company (COPC) had to conduct controlled flaring at Waddell WR Battery 137 because our third party gas gatherer had operational issue with their compressor.","ConocoPhillips immediately sent the gas to sales after receiving notification from third party gas gatherer.","The approximate quantities of emissions are calculated using an estimated volume of gas that was not able to go to the sales line and most current available gas analysis.",FALSE
"Carbon Monoxide","Emergency Flaring - No specific emissions authorizations for this facility","0","468.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266097","WEST WADDELL RANCH SAT 14","20 MI NW OF CRANE OFF HWY 1233","RN103034112","CRANE"," CRANE","EMISSIONS EVENT",2017-08-23,"3:00PM","FINAL REPORT","08/24/2017","
		2:00PM
","ConocoPhillips Company (COPC) had to conduct controlled flaring at Waddell WR Satellite 14 because our third party gas gatherer had operational issue.","ConocoPhillips immediately sent the gas to sales after receiving notification from third party gas gatherer.","The approximate quantities of emissions are calculated using an estimated volume of gas that was not able to go to the sales line and most current available gas analysis.",FALSE
"Hydrogen Sulfide","Emergency Flaring - No specific emissions authorizations for this facility","0","35.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266097","WEST WADDELL RANCH SAT 14","20 MI NW OF CRANE OFF HWY 1233","RN103034112","CRANE"," CRANE","EMISSIONS EVENT",2017-08-23,"3:00PM","FINAL REPORT","08/24/2017","
		2:00PM
","ConocoPhillips Company (COPC) had to conduct controlled flaring at Waddell WR Satellite 14 because our third party gas gatherer had operational issue.","ConocoPhillips immediately sent the gas to sales after receiving notification from third party gas gatherer.","The approximate quantities of emissions are calculated using an estimated volume of gas that was not able to go to the sales line and most current available gas analysis.",FALSE
"NATURAL GAS","Emergency Flaring - No specific emissions authorizations for this facility","0","266.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266097","WEST WADDELL RANCH SAT 14","20 MI NW OF CRANE OFF HWY 1233","RN103034112","CRANE"," CRANE","EMISSIONS EVENT",2017-08-23,"3:00PM","FINAL REPORT","08/24/2017","
		2:00PM
","ConocoPhillips Company (COPC) had to conduct controlled flaring at Waddell WR Satellite 14 because our third party gas gatherer had operational issue.","ConocoPhillips immediately sent the gas to sales after receiving notification from third party gas gatherer.","The approximate quantities of emissions are calculated using an estimated volume of gas that was not able to go to the sales line and most current available gas analysis.",FALSE
"Nitrogen Oxides (NOx)","Emergency Flaring - No specific emissions authorizations for this facility","0","235.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266097","WEST WADDELL RANCH SAT 14","20 MI NW OF CRANE OFF HWY 1233","RN103034112","CRANE"," CRANE","EMISSIONS EVENT",2017-08-23,"3:00PM","FINAL REPORT","08/24/2017","
		2:00PM
","ConocoPhillips Company (COPC) had to conduct controlled flaring at Waddell WR Satellite 14 because our third party gas gatherer had operational issue.","ConocoPhillips immediately sent the gas to sales after receiving notification from third party gas gatherer.","The approximate quantities of emissions are calculated using an estimated volume of gas that was not able to go to the sales line and most current available gas analysis.",FALSE
"Sulfur dioxide","Emergency Flaring - No specific emissions authorizations for this facility","0","3225.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266097","WEST WADDELL RANCH SAT 14","20 MI NW OF CRANE OFF HWY 1233","RN103034112","CRANE"," CRANE","EMISSIONS EVENT",2017-08-23,"3:00PM","FINAL REPORT","08/24/2017","
		2:00PM
","ConocoPhillips Company (COPC) had to conduct controlled flaring at Waddell WR Satellite 14 because our third party gas gatherer had operational issue.","ConocoPhillips immediately sent the gas to sales after receiving notification from third party gas gatherer.","The approximate quantities of emissions are calculated using an estimated volume of gas that was not able to go to the sales line and most current available gas analysis.",FALSE
"Carbon Monoxide","Emergency Flaring - No specific emissions authorizations for this facility","0","437.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266099","WEST WADDELL RANCH SAT521","20 MI NORTH WEST OF CRANE OFF HWY 1053","RN102505542","CRANE"," CRANE","EMISSIONS EVENT",2017-08-23,"3:00PM","FINAL REPORT","08/24/2017","
		2:00PM
","ConocoPhillips Company (COPC) had to conduct controlled flaring at Waddell WR Satellite 521 because our third party gas gatherer was having operational issue.","ConocoPhillips immediately sent the gas to sales after receiving notification rom third party gas gatherer.","The approximate quantities of emissions are calculated using an estimated volume of gas that was not able to go to the sales line and most current available gas analysis.",FALSE
"Hydrogen Sulfide","Emergency Flaring - No specific emissions authorizations for this facility","0","32.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266099","WEST WADDELL RANCH SAT521","20 MI NORTH WEST OF CRANE OFF HWY 1053","RN102505542","CRANE"," CRANE","EMISSIONS EVENT",2017-08-23,"3:00PM","FINAL REPORT","08/24/2017","
		2:00PM
","ConocoPhillips Company (COPC) had to conduct controlled flaring at Waddell WR Satellite 521 because our third party gas gatherer was having operational issue.","ConocoPhillips immediately sent the gas to sales after receiving notification rom third party gas gatherer.","The approximate quantities of emissions are calculated using an estimated volume of gas that was not able to go to the sales line and most current available gas analysis.",FALSE
"NATURAL GAS","Emergency Flaring - No specific emissions authorizations for this facility","0","325.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266099","WEST WADDELL RANCH SAT521","20 MI NORTH WEST OF CRANE OFF HWY 1053","RN102505542","CRANE"," CRANE","EMISSIONS EVENT",2017-08-23,"3:00PM","FINAL REPORT","08/24/2017","
		2:00PM
","ConocoPhillips Company (COPC) had to conduct controlled flaring at Waddell WR Satellite 521 because our third party gas gatherer was having operational issue.","ConocoPhillips immediately sent the gas to sales after receiving notification rom third party gas gatherer.","The approximate quantities of emissions are calculated using an estimated volume of gas that was not able to go to the sales line and most current available gas analysis.",FALSE
"Nitrogen Oxides (NOx)","Emergency Flaring - No specific emissions authorizations for this facility","0","219.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266099","WEST WADDELL RANCH SAT521","20 MI NORTH WEST OF CRANE OFF HWY 1053","RN102505542","CRANE"," CRANE","EMISSIONS EVENT",2017-08-23,"3:00PM","FINAL REPORT","08/24/2017","
		2:00PM
","ConocoPhillips Company (COPC) had to conduct controlled flaring at Waddell WR Satellite 521 because our third party gas gatherer was having operational issue.","ConocoPhillips immediately sent the gas to sales after receiving notification rom third party gas gatherer.","The approximate quantities of emissions are calculated using an estimated volume of gas that was not able to go to the sales line and most current available gas analysis.",FALSE
"Sulfur dioxide","Emergency Flaring - No specific emissions authorizations for this facility","0","2939.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266099","WEST WADDELL RANCH SAT521","20 MI NORTH WEST OF CRANE OFF HWY 1053","RN102505542","CRANE"," CRANE","EMISSIONS EVENT",2017-08-23,"3:00PM","FINAL REPORT","08/24/2017","
		2:00PM
","ConocoPhillips Company (COPC) had to conduct controlled flaring at Waddell WR Satellite 521 because our third party gas gatherer was having operational issue.","ConocoPhillips immediately sent the gas to sales after receiving notification rom third party gas gatherer.","The approximate quantities of emissions are calculated using an estimated volume of gas that was not able to go to the sales line and most current available gas analysis.",FALSE
"Carbon Monoxide","Emergency Flaring - No specific emissions authorizations for this facility","0","483.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266100","WWR SATELLITE 59","20 MI NORTH WEST OF CRANE OFF HWY 1053","RN103063624","CRANE"," CRANE","EMISSIONS EVENT",2017-08-23,"3:00PM","FINAL REPORT","08/24/2017","
		2:00PM
","ConocoPhillips Company (COPC) had to conduct controlled flaring at Waddell WR Satellite 59 because our third party gas gatherer was having operational issue.","ConocoPhillips immediately sent the gas to sales after receiving notification from third party gas gatherer.","The approximate quantities of emissions are calculated using an estimated volume of gas that was not able to go to the sales line and most current available gas analysis.",FALSE
"Hydrogen Sulfide","Emergency Flaring - No specific emissions authorizations for this facility","0","32.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266100","WWR SATELLITE 59","20 MI NORTH WEST OF CRANE OFF HWY 1053","RN103063624","CRANE"," CRANE","EMISSIONS EVENT",2017-08-23,"3:00PM","FINAL REPORT","08/24/2017","
		2:00PM
","ConocoPhillips Company (COPC) had to conduct controlled flaring at Waddell WR Satellite 59 because our third party gas gatherer was having operational issue.","ConocoPhillips immediately sent the gas to sales after receiving notification from third party gas gatherer.","The approximate quantities of emissions are calculated using an estimated volume of gas that was not able to go to the sales line and most current available gas analysis.",FALSE
"NATURAL GAS","Emergency Flaring - No specific emissions authorizations for this facility","0","288.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266100","WWR SATELLITE 59","20 MI NORTH WEST OF CRANE OFF HWY 1053","RN103063624","CRANE"," CRANE","EMISSIONS EVENT",2017-08-23,"3:00PM","FINAL REPORT","08/24/2017","
		2:00PM
","ConocoPhillips Company (COPC) had to conduct controlled flaring at Waddell WR Satellite 59 because our third party gas gatherer was having operational issue.","ConocoPhillips immediately sent the gas to sales after receiving notification from third party gas gatherer.","The approximate quantities of emissions are calculated using an estimated volume of gas that was not able to go to the sales line and most current available gas analysis.",FALSE
"Nitrogen Oxides (NOx)","Emergency Flaring - No specific emissions authorizations for this facility","0","242.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266100","WWR SATELLITE 59","20 MI NORTH WEST OF CRANE OFF HWY 1053","RN103063624","CRANE"," CRANE","EMISSIONS EVENT",2017-08-23,"3:00PM","FINAL REPORT","08/24/2017","
		2:00PM
","ConocoPhillips Company (COPC) had to conduct controlled flaring at Waddell WR Satellite 59 because our third party gas gatherer was having operational issue.","ConocoPhillips immediately sent the gas to sales after receiving notification from third party gas gatherer.","The approximate quantities of emissions are calculated using an estimated volume of gas that was not able to go to the sales line and most current available gas analysis.",FALSE
"Sulfur dioxide","Emergency Flaring - No specific emissions authorizations for this facility","0","2921.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266100","WWR SATELLITE 59","20 MI NORTH WEST OF CRANE OFF HWY 1053","RN103063624","CRANE"," CRANE","EMISSIONS EVENT",2017-08-23,"3:00PM","FINAL REPORT","08/24/2017","
		2:00PM
","ConocoPhillips Company (COPC) had to conduct controlled flaring at Waddell WR Satellite 59 because our third party gas gatherer was having operational issue.","ConocoPhillips immediately sent the gas to sales after receiving notification from third party gas gatherer.","The approximate quantities of emissions are calculated using an estimated volume of gas that was not able to go to the sales line and most current available gas analysis.",FALSE
"Carbon Monoxide","Emergency Flaring - No specific emissions authorizations for this facility","0","522.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266101","WEST WADDELL RANCH BAT 67","20 MI NORTHWEST OF CRANE OFF HWY 1233","RN103033619","CRANE"," CRANE","EMISSIONS EVENT",2017-08-23,"3:00PM","FINAL REPORT","08/24/2017","
		2:00PM
","ConocoPhillips Company (COPC) had to conduct controlled flaring at Waddell WR Battery 67 because our third party gas gatherer is having operational issue.","ConocoPhillips immediately sent the gas to sales after receiving notification from third party gas gatherer.","The approximate quantities of emissions are calculated using an estimated volume of gas that was not able to go to the sales line and most current available gas analysis.",FALSE
"Hydrogen Sulfide","Emergency Flaring - No specific emissions authorizations for this facility","0","72.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266101","WEST WADDELL RANCH BAT 67","20 MI NORTHWEST OF CRANE OFF HWY 1233","RN103033619","CRANE"," CRANE","EMISSIONS EVENT",2017-08-23,"3:00PM","FINAL REPORT","08/24/2017","
		2:00PM
","ConocoPhillips Company (COPC) had to conduct controlled flaring at Waddell WR Battery 67 because our third party gas gatherer is having operational issue.","ConocoPhillips immediately sent the gas to sales after receiving notification from third party gas gatherer.","The approximate quantities of emissions are calculated using an estimated volume of gas that was not able to go to the sales line and most current available gas analysis.",FALSE
"NATURAL GAS","Emergency Flaring - No specific emissions authorizations for this facility","0","377.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266101","WEST WADDELL RANCH BAT 67","20 MI NORTHWEST OF CRANE OFF HWY 1233","RN103033619","CRANE"," CRANE","EMISSIONS EVENT",2017-08-23,"3:00PM","FINAL REPORT","08/24/2017","
		2:00PM
","ConocoPhillips Company (COPC) had to conduct controlled flaring at Waddell WR Battery 67 because our third party gas gatherer is having operational issue.","ConocoPhillips immediately sent the gas to sales after receiving notification from third party gas gatherer.","The approximate quantities of emissions are calculated using an estimated volume of gas that was not able to go to the sales line and most current available gas analysis.",FALSE
"Nitrogen Oxides (NOx)","Emergency Flaring - No specific emissions authorizations for this facility","0","261.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266101","WEST WADDELL RANCH BAT 67","20 MI NORTHWEST OF CRANE OFF HWY 1233","RN103033619","CRANE"," CRANE","EMISSIONS EVENT",2017-08-23,"3:00PM","FINAL REPORT","08/24/2017","
		2:00PM
","ConocoPhillips Company (COPC) had to conduct controlled flaring at Waddell WR Battery 67 because our third party gas gatherer is having operational issue.","ConocoPhillips immediately sent the gas to sales after receiving notification from third party gas gatherer.","The approximate quantities of emissions are calculated using an estimated volume of gas that was not able to go to the sales line and most current available gas analysis.",FALSE
"Sulfur dioxide","Emergency Flaring - No specific emissions authorizations for this facility","0","6684.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266101","WEST WADDELL RANCH BAT 67","20 MI NORTHWEST OF CRANE OFF HWY 1233","RN103033619","CRANE"," CRANE","EMISSIONS EVENT",2017-08-23,"3:00PM","FINAL REPORT","08/24/2017","
		2:00PM
","ConocoPhillips Company (COPC) had to conduct controlled flaring at Waddell WR Battery 67 because our third party gas gatherer is having operational issue.","ConocoPhillips immediately sent the gas to sales after receiving notification from third party gas gatherer.","The approximate quantities of emissions are calculated using an estimated volume of gas that was not able to go to the sales line and most current available gas analysis.",FALSE
"Carbon Monoxide","48976","0","308.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266103","GOLDSMITH LANDRETH DEEP UNIT STATION 5","FROM HWY 158 AND 866 IN GOLDSMITH PROCEED 2 MILES WEST ON HWY 158","RN102530706","ODESSA"," ECTOR","EMISSIONS EVENT",2017-08-23,"2:00PM","FINAL REPORT","08/24/2017","
		1:50PM
","FLARING WAS DUE TO THE DCP GOLDSMITH PLANT HAVING ISSUES FROM THE STORM LAST NIGHT,  LAT:	32*01'32""	LON	102*39'30.7","WE HAD A FLARE IN PLACE TO BURN OUR GAS TO MINIMIZE THE VOC AND H2S EMISSIONS.","Emissions Calculations:	     NOx = MCF flared x NOx factor from RG-109 x BTU/scf x 1000 scf/MCF x MMBTU/1000000 ",FALSE
"Hydrogen Sulfide","48976","0","12.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266103","GOLDSMITH LANDRETH DEEP UNIT STATION 5","FROM HWY 158 AND 866 IN GOLDSMITH PROCEED 2 MILES WEST ON HWY 158","RN102530706","ODESSA"," ECTOR","EMISSIONS EVENT",2017-08-23,"2:00PM","FINAL REPORT","08/24/2017","
		1:50PM
","FLARING WAS DUE TO THE DCP GOLDSMITH PLANT HAVING ISSUES FROM THE STORM LAST NIGHT,  LAT:	32*01'32""	LON	102*39'30.7","WE HAD A FLARE IN PLACE TO BURN OUR GAS TO MINIMIZE THE VOC AND H2S EMISSIONS.","Emissions Calculations:	     NOx = MCF flared x NOx factor from RG-109 x BTU/scf x 1000 scf/MCF x MMBTU/1000000 ",FALSE
"NOX","48976","0","154.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266103","GOLDSMITH LANDRETH DEEP UNIT STATION 5","FROM HWY 158 AND 866 IN GOLDSMITH PROCEED 2 MILES WEST ON HWY 158","RN102530706","ODESSA"," ECTOR","EMISSIONS EVENT",2017-08-23,"2:00PM","FINAL REPORT","08/24/2017","
		1:50PM
","FLARING WAS DUE TO THE DCP GOLDSMITH PLANT HAVING ISSUES FROM THE STORM LAST NIGHT,  LAT:	32*01'32""	LON	102*39'30.7","WE HAD A FLARE IN PLACE TO BURN OUR GAS TO MINIMIZE THE VOC AND H2S EMISSIONS.","Emissions Calculations:	     NOx = MCF flared x NOx factor from RG-109 x BTU/scf x 1000 scf/MCF x MMBTU/1000000 ",FALSE
"Non-Methane Non-Ethane Natural Gas","48976","0","363.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266103","GOLDSMITH LANDRETH DEEP UNIT STATION 5","FROM HWY 158 AND 866 IN GOLDSMITH PROCEED 2 MILES WEST ON HWY 158","RN102530706","ODESSA"," ECTOR","EMISSIONS EVENT",2017-08-23,"2:00PM","FINAL REPORT","08/24/2017","
		1:50PM
","FLARING WAS DUE TO THE DCP GOLDSMITH PLANT HAVING ISSUES FROM THE STORM LAST NIGHT,  LAT:	32*01'32""	LON	102*39'30.7","WE HAD A FLARE IN PLACE TO BURN OUR GAS TO MINIMIZE THE VOC AND H2S EMISSIONS.","Emissions Calculations:	     NOx = MCF flared x NOx factor from RG-109 x BTU/scf x 1000 scf/MCF x MMBTU/1000000 ",FALSE
"Sulfur dioxide","48976","0","1124.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266103","GOLDSMITH LANDRETH DEEP UNIT STATION 5","FROM HWY 158 AND 866 IN GOLDSMITH PROCEED 2 MILES WEST ON HWY 158","RN102530706","ODESSA"," ECTOR","EMISSIONS EVENT",2017-08-23,"2:00PM","FINAL REPORT","08/24/2017","
		1:50PM
","FLARING WAS DUE TO THE DCP GOLDSMITH PLANT HAVING ISSUES FROM THE STORM LAST NIGHT,  LAT:	32*01'32""	LON	102*39'30.7","WE HAD A FLARE IN PLACE TO BURN OUR GAS TO MINIMIZE THE VOC AND H2S EMISSIONS.","Emissions Calculations:	     NOx = MCF flared x NOx factor from RG-109 x BTU/scf x 1000 scf/MCF x MMBTU/1000000 ",FALSE
"Opacity","NSR Permit 813","20.0 % op","6.3 % op (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266106","INVISTA SARL","APPROX 1.0 MI W OF INTX OF FM1686 AND SH185 ABOUT 8 MI S OF VICTORIA","RN102663671","VICTORIA"," VICTORIA","AIR SHUTDOWN",2017-08-24,"9:30AM","FINAL REPORT","08/29/2017","
		9:30AM
","The initial STEERs indicated the potential for an Opacity exceedance during (startup or shutdown) of this boiler due to Hurricane Harvey.  During the (startup or shutdown), the Opacity limits were not exceeded. Also note, based on the Governor’s suspension of regulations associated with Hurricane Harvey, INVISTA will not be revising this report to include other activities associated with Hurricane Harvey.","The Boiler stacks will be monitored while during shutdown operations.","Continuous Opacity Monitoring System.",FALSE
"Opacity","NSR Permit 812","20.0 % op","0.55 % op (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266106","INVISTA SARL","APPROX 1.0 MI W OF INTX OF FM1686 AND SH185 ABOUT 8 MI S OF VICTORIA","RN102663671","VICTORIA"," VICTORIA","AIR SHUTDOWN",2017-08-24,"9:30AM","FINAL REPORT","08/29/2017","
		9:30AM
","The initial STEERs indicated the potential for an Opacity exceedance during (startup or shutdown) of this boiler due to Hurricane Harvey.  During the (startup or shutdown), the Opacity limits were not exceeded. Also note, based on the Governor’s suspension of regulations associated with Hurricane Harvey, INVISTA will not be revising this report to include other activities associated with Hurricane Harvey.","The Boiler stacks will be monitored while during shutdown operations.","Continuous Opacity Monitoring System.",FALSE
"Opacity","NSR Permit 812","20.0 % op","7.7 % op (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266106","INVISTA SARL","APPROX 1.0 MI W OF INTX OF FM1686 AND SH185 ABOUT 8 MI S OF VICTORIA","RN102663671","VICTORIA"," VICTORIA","AIR SHUTDOWN",2017-08-24,"9:30AM","FINAL REPORT","08/29/2017","
		9:30AM
","The initial STEERs indicated the potential for an Opacity exceedance during (startup or shutdown) of this boiler due to Hurricane Harvey.  During the (startup or shutdown), the Opacity limits were not exceeded. Also note, based on the Governor’s suspension of regulations associated with Hurricane Harvey, INVISTA will not be revising this report to include other activities associated with Hurricane Harvey.","The Boiler stacks will be monitored while during shutdown operations.","Continuous Opacity Monitoring System.",FALSE
"Carbon Monoxide","31069","0","525.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266109","GOLDSMITH LANDRETH DEEP UNIT STATION 6","FROM GOLDSMITH GO 2.5 MI W ON SCHARBAUER RD GO N ON STATION RD FOR 2.1 TO LEASE RD TURN E ONTO LEASE RD AND GO 0.5 MI TO LOCATION","RN102752920","GOLDSMITH"," ECTOR","EMISSIONS EVENT",2017-08-23,"2:00PM","FINAL REPORT","08/24/2017","
		1:50PM
","FLARING WAS DUE TO THE DCP GOLDSMITH PLANT HAVING ISSUES FROM THE STORM LAST NIGHT,  LAT:	32*01'22""	LON	102*38'43""","WE HAd A FLARE IN PLACE TO BURN OUR GAS TO MINIMIZE THE VOC AND H2S EMISSIONS.","Emissions Calculations:	     NOx = MCF flared x NOx factor from RG-109 x BTU/scf x 1000 scf/MCF x MMBTU/1000000 ",FALSE
"Hydrogen Sulfide","31069","0","36.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266109","GOLDSMITH LANDRETH DEEP UNIT STATION 6","FROM GOLDSMITH GO 2.5 MI W ON SCHARBAUER RD GO N ON STATION RD FOR 2.1 TO LEASE RD TURN E ONTO LEASE RD AND GO 0.5 MI TO LOCATION","RN102752920","GOLDSMITH"," ECTOR","EMISSIONS EVENT",2017-08-23,"2:00PM","FINAL REPORT","08/24/2017","
		1:50PM
","FLARING WAS DUE TO THE DCP GOLDSMITH PLANT HAVING ISSUES FROM THE STORM LAST NIGHT,  LAT:	32*01'22""	LON	102*38'43""","WE HAd A FLARE IN PLACE TO BURN OUR GAS TO MINIMIZE THE VOC AND H2S EMISSIONS.","Emissions Calculations:	     NOx = MCF flared x NOx factor from RG-109 x BTU/scf x 1000 scf/MCF x MMBTU/1000000 ",FALSE
"NOX","31069","0","263.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266109","GOLDSMITH LANDRETH DEEP UNIT STATION 6","FROM GOLDSMITH GO 2.5 MI W ON SCHARBAUER RD GO N ON STATION RD FOR 2.1 TO LEASE RD TURN E ONTO LEASE RD AND GO 0.5 MI TO LOCATION","RN102752920","GOLDSMITH"," ECTOR","EMISSIONS EVENT",2017-08-23,"2:00PM","FINAL REPORT","08/24/2017","
		1:50PM
","FLARING WAS DUE TO THE DCP GOLDSMITH PLANT HAVING ISSUES FROM THE STORM LAST NIGHT,  LAT:	32*01'22""	LON	102*38'43""","WE HAd A FLARE IN PLACE TO BURN OUR GAS TO MINIMIZE THE VOC AND H2S EMISSIONS.","Emissions Calculations:	     NOx = MCF flared x NOx factor from RG-109 x BTU/scf x 1000 scf/MCF x MMBTU/1000000 ",FALSE
"Non-Methane Non-Ethane Natural Gas","31069","0","637.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266109","GOLDSMITH LANDRETH DEEP UNIT STATION 6","FROM GOLDSMITH GO 2.5 MI W ON SCHARBAUER RD GO N ON STATION RD FOR 2.1 TO LEASE RD TURN E ONTO LEASE RD AND GO 0.5 MI TO LOCATION","RN102752920","GOLDSMITH"," ECTOR","EMISSIONS EVENT",2017-08-23,"2:00PM","FINAL REPORT","08/24/2017","
		1:50PM
","FLARING WAS DUE TO THE DCP GOLDSMITH PLANT HAVING ISSUES FROM THE STORM LAST NIGHT,  LAT:	32*01'22""	LON	102*38'43""","WE HAd A FLARE IN PLACE TO BURN OUR GAS TO MINIMIZE THE VOC AND H2S EMISSIONS.","Emissions Calculations:	     NOx = MCF flared x NOx factor from RG-109 x BTU/scf x 1000 scf/MCF x MMBTU/1000000 ",FALSE
"Sulfur dioxide","31069","0","3287.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266109","GOLDSMITH LANDRETH DEEP UNIT STATION 6","FROM GOLDSMITH GO 2.5 MI W ON SCHARBAUER RD GO N ON STATION RD FOR 2.1 TO LEASE RD TURN E ONTO LEASE RD AND GO 0.5 MI TO LOCATION","RN102752920","GOLDSMITH"," ECTOR","EMISSIONS EVENT",2017-08-23,"2:00PM","FINAL REPORT","08/24/2017","
		1:50PM
","FLARING WAS DUE TO THE DCP GOLDSMITH PLANT HAVING ISSUES FROM THE STORM LAST NIGHT,  LAT:	32*01'22""	LON	102*38'43""","WE HAd A FLARE IN PLACE TO BURN OUR GAS TO MINIMIZE THE VOC AND H2S EMISSIONS.","Emissions Calculations:	     NOx = MCF flared x NOx factor from RG-109 x BTU/scf x 1000 scf/MCF x MMBTU/1000000 ",FALSE
